area_type,availability,location,size,society,total_sqft,bath,balcony,price,imagePath,email,address,contact_number
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,2,140,/House_Pics/48.jpg,ritpvyid@awzsu.com,33  Park Avenue  yelahanka  Bangalore - 560064,9297269226
Plot  Area,Ready To Move,Frazer Town,5 Bedroom,No Society,2350,2,0,423,/House_Pics/49.jpg,zgfrchyb@fbtsb.com,20  Second Road  yelahanka  Bangalore - 560064,9713201925
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1,1,34,/House_Pics/50.jpg,fcqueoaf@zexzb.com,76  Second Road  electroniccity  Bangalore - 560100,9359350612
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,5 Bedroom,No Society,800,5,2,98,/House_Pics/51.jpg,duiynlld@tpjbv.com,25  First Avenue  yelahanka  Bangalore - 560064,8280887433
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2,2,46,/House_Pics/52.jpg,tgddjprp@stktv.com,60  Elm Street  yelahanka  Bangalore - 560064,8786854714
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3850,5,0,316,/House_Pics/53.jpg,svvmjxya@ysrgj.com,75  First Avenue  whitefield  Bangalore - 560066,8270955539
Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,4235,4,2,365,/House_Pics/54.jpg,tuocnmbk@smxvw.com,37  Main Street  hebbal  Bangalore - 560024,9756623041
Plot  Area,18-Apr,Kurubarahalli,1 Bedroom,No Society,800,1,0,52,/House_Pics/55.jpg,fsrzcfai@tkkfh.com,32  Park Avenue  yelahanka  Bangalore - 560064,9545114936
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250,3,1,195,/House_Pics/56.jpg,mefqdadc@mnvjm.com,57  First Avenue  yelahanka  Bangalore - 560064,8481765099
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1352,2,2,68,/House_Pics/57.jpg,akhwaqkt@umbzj.com,23  First Avenue  btm  Bangalore - 560076,8801901795
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2002,3,2,112,/House_Pics/58.jpg,iqmqgpkz@osweu.com,74  First Avenue  btm  Bangalore - 560076,8086846725
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,FeowsMe,4000,5,1,280,/House_Pics/59.jpg,kgppsluh@kaxon.com,2  Park Avenue  mekhricircle  Bangalore - 560006,9623104241
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060,2,2,45,/House_Pics/60.jpg,pmmpfhxt@gmfer.com,65  First Avenue  whitefield  Bangalore - 560066,9871664025
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419,2,1,59,/House_Pics/61.jpg,egzjcpwr@ieyvd.com,37  First Avenue  btm  Bangalore - 560076,8698731618
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,51.15,/House_Pics/62.jpg,txvfzxnb@rrmrd.com,15  Main Street  electroniccity  Bangalore - 560100,9807058858
Built-up  Area,18-Dec,Electronic City,3 BHK,No Society,1220,2,2,35.24,/House_Pics/63.jpg,bdmzihhf@lfdty.com,46  Park Avenue  electroniccity  Bangalore - 560100,8435009709
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Shitt S,1595,3,2,75,/House_Pics/64.jpg,izaxxymp@scwtk.com,8  Elm Street  electroniccity  Bangalore - 560100,8293439130
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260,2,3,75,/House_Pics/65.jpg,vjmgilgl@utdbg.com,53  Elm Street  hebbal  Bangalore - 560024,9819740374
Super built-up  Area,Ready To Move,Hebbal,2 BHK,No Society,1100,2,2,47,/House_Pics/66.jpg,rwqrwopj@sbscb.com,20  Main Street  hebbal  Bangalore - 560024,9691075764
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Asneren,1550,2,2,140,/House_Pics/67.jpg,tlrzjaer@vyslr.com,46  Elm Street  electroniccity  Bangalore - 560100,8929926729
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,No Society,1180,2,3,52,/House_Pics/68.jpg,ttyqwrft@iuvdv.com,87  Elm Street  yelahanka  Bangalore - 560064,8605725331
Plot  Area,18-Dec,Electronic City,4 Bedroom,Janaala,4000,5,1,150,/House_Pics/69.jpg,xntkmcem@ngbzx.com,36  Elm Street  electroniccity  Bangalore - 560100,9907214555
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3,2,85,/House_Pics/70.jpg,yaotdcnm@tmooj.com,70  Main Street  btm  Bangalore - 560076,9838026924
Super built-up  Area,Ready To Move,Hennur,2 BHK,No Society,1285,2,1,60,/House_Pics/71.jpg,ejmofqqq@sxmoe.com,43  Second Road  yelahanka  Bangalore - 560064,8923619369
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,No Society,1080,4,1,75,/House_Pics/72.jpg,xkwkbqsf@qzrcu.com,8  Elm Street  btm  Bangalore - 560076,9486974216
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862,3,2,119,/House_Pics/73.jpg,ygnsleqn@blpkc.com,17  Park Avenue  electroniccity  Bangalore - 560100,8460251889
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2,2,48,/House_Pics/74.jpg,nyhhybrb@tuqhi.com,85  Elm Street  whitefield  Bangalore - 560066,8322173984
Built-up  Area,14-Nov,Whitefield,3 BHK,No Society,1410,3,2,43.71,/House_Pics/75.jpg,bqvhqfkm@zgrie.com,80  Second Road  whitefield  Bangalore - 560066,9944356587
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2,2,62.4,/House_Pics/76.jpg,jnzmxnjd@qgpao.com,29  Second Road  yelahanka  Bangalore - 560064,9098099436
Plot  Area,Ready To Move,Chikkabettahalli,5 Bedroom,No Society,1100,4,3,150,/House_Pics/77.jpg,jmbnksia@ffbft.com,60  Main Street  hebbal  Bangalore - 560024,8365118719
Super built-up  Area,19-Nov,Thanisandra,3 BHK,Bhe 2ko,1634,3,3,78,/House_Pics/78.jpg,fbufqgsl@tgxsy.com,29  Second Road  electroniccity  Bangalore - 560100,8585728445
Plot  Area,Ready To Move,Ambedkar Nagar,5 Bedroom,Thessrm,5530,5,3,627,/House_Pics/79.jpg,ggorpyzt@lppvj.com,65  Park Avenue  whitefield  Bangalore - 560066,9366909248
Built-up  Area,Ready To Move,Whitefield,3 BHK,No Society,1150,2,3,44,/House_Pics/80.jpg,ijtrzojr@qxpca.com,46  Second Road  whitefield  Bangalore - 560066,9977455548
Super built-up  Area,18-May,Ashirvad Colony,2 BHK,No Society,1100,2,0,53,/House_Pics/81.jpg,dukymonl@xycuc.com,75  Main Street  electroniccity  Bangalore - 560100,8736766803
Super built-up  Area,19-Mar,Yelahanka,3 BHK,No Society,1616,3,1,65,/House_Pics/0.jpg,wiygagrc@nqrhs.com,58  Main Street  yelahanka  Bangalore - 560064,9918464635
Super built-up  Area,17-Dec,Nagavarapalya,2 BHK,PuonsSe,1392,2,1,99,/House_Pics/1.jpg,qxqbdpvj@skngh.com,65  Elm Street  hebbal  Bangalore - 560024,8888362445
Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1798,3,1,120,/House_Pics/2.jpg,yascdufp@vwtcu.com,92  Main Street  btm  Bangalore - 560076,8193246680
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Veisear,1675,3,3,75,/House_Pics/3.jpg,hoabjbbl@luolg.com,96  First Avenue  mekhricircle  Bangalore - 560006,8279151882
Plot  Area,Ready To Move,Bhuvaneswari Nagar,2 Bedroom,No Society,792,2,1,70,/House_Pics/4.jpg,obqsjths@aohzf.com,34  Park Avenue  whitefield  Bangalore - 560066,8579438372
Super built-up  Area,Ready To Move,Varanasi,5 BHK,No Society,2000,4,1,103,/House_Pics/5.jpg,fagbbphz@fobws.com,1  First Avenue  btm  Bangalore - 560076,9194768368
Built-up  Area,Ready To Move,Hongasandra,7 Bedroom,No Society,600,7,3,89,/House_Pics/6.jpg,duhksrgl@bqith.com,86  Elm Street  whitefield  Bangalore - 560066,8525693937
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1700,3,2,124,/House_Pics/7.jpg,opgiyxpk@aydis.com,41  First Avenue  hebbal  Bangalore - 560024,9621324869
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1248,2,1,69,/House_Pics/8.jpg,qkvcrlpo@natob.com,79  Park Avenue  electroniccity  Bangalore - 560100,9118929232
Built-up  Area,Ready To Move,Kalkere,2 BHK,Sanetra,1147,2,1,54,/House_Pics/9.jpg,wwrxcjkq@qtbuo.com,96  Main Street  hebbal  Bangalore - 560024,9409018917
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,HintsAp,1100,2,2,40,/House_Pics/10.jpg,chfsauls@cgtqu.com,96  Park Avenue  hebbal  Bangalore - 560024,8630031268
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Rancy R,1527,3,2,115,/House_Pics/11.jpg,rgrkhpmm@enwsu.com,12  First Avenue  hebbal  Bangalore - 560024,8624538450
Plot  Area,Ready To Move,Shantiniketan Layout,5 Bedroom,No Society,2400,5,2,235,/House_Pics/12.jpg,cslzmsez@vokre.com,9  Park Avenue  btm  Bangalore - 560076,9474487844
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,25,/House_Pics/13.jpg,kqvqnnut@fshvi.com,81  Main Street  yelahanka  Bangalore - 560064,8660224369
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RohtsHe,1100,2,3,58,/House_Pics/14.jpg,dusxwqbj@zfyvt.com,77  First Avenue  hebbal  Bangalore - 560024,9558770955
Super built-up  Area,17-Dec,Seegehalli,2 BHK,No Society,1118,2,2,37.5,/House_Pics/15.jpg,uaextsff@mvdcl.com,79  First Avenue  yelahanka  Bangalore - 560064,9733001108
Super built-up  Area,20-Dec,Kanakapura,3 BHK,No Society,1476,3,1,75,/House_Pics/16.jpg,vkhznbjj@ulauj.com,45  Elm Street  mekhricircle  Bangalore - 560006,9228643230
Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,Krestee,2100,3,1,75,/House_Pics/17.jpg,njbcwprb@yyhvw.com,83  Main Street  yelahanka  Bangalore - 560064,8029924067
Super built-up  Area,18-Apr,Roopena Agrahara,3 BHK,No Society,1215,2,2,46.5,/House_Pics/18.jpg,uvnsjlux@iqfti.com,65  First Avenue  btm  Bangalore - 560076,9703188932
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1332,2,1,79,/House_Pics/19.jpg,vwfrvfdc@lpykx.com,46  Main Street  yelahanka  Bangalore - 560064,9998911450
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,No Society,1350,2,3,49,/House_Pics/20.jpg,iopmotau@jkrcu.com,93  Elm Street  hebbal  Bangalore - 560024,9050528612
Plot  Area,Ready To Move,Kothannur,4 Bedroom,No Society,600,4,1,81,/House_Pics/21.jpg,nsmepqad@mixmf.com,96  Park Avenue  hebbal  Bangalore - 560024,8879829355
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,46,/House_Pics/22.jpg,llaspgve@ggozn.com,64  Main Street  whitefield  Bangalore - 560066,9025288477
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,No Society,1105,2,2,49.73,/House_Pics/23.jpg,hkryckrx@fggly.com,47  First Avenue  hebbal  Bangalore - 560024,9171862834
Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,No Society,1500,2,1,200,/House_Pics/24.jpg,liykjhud@dxiqx.com,31  Elm Street  electroniccity  Bangalore - 560100,9328387466
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TRensre,1200,2,2,50,/House_Pics/25.jpg,zjghjvej@sbkmp.com,96  Second Road  btm  Bangalore - 560076,8592054416
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,47.4,/House_Pics/26.jpg,csiyoxid@tbfft.com,22  Elm Street  yelahanka  Bangalore - 560064,8229540241
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,45,/House_Pics/27.jpg,cdtohhfy@umbjt.com,69  First Avenue  electroniccity  Bangalore - 560100,9366974452
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Tencyes,1400,2,3,67,/House_Pics/28.jpg,mfygpqxk@hksmi.com,86  Main Street  btm  Bangalore - 560076,8843933167
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800,3,3,260,/House_Pics/29.jpg,rtbobnwl@kgfqj.com,17  First Avenue  whitefield  Bangalore - 560066,9407007649
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3,2,113,/House_Pics/30.jpg,phwomzag@pfuis.com,63  Park Avenue  electroniccity  Bangalore - 560100,9221292618
Super built-up  Area,Ready To Move,NRI Layout,5 BHK,No Society,2500,5,3,130,/House_Pics/31.jpg,wtsuwpod@uhshg.com,83  Main Street  btm  Bangalore - 560076,9240513522
Super built-up  Area,Ready To Move,Varthur,3 BHK,No Society,1250,3,0,71,/House_Pics/32.jpg,vttxksxp@ndnnr.com,31  Elm Street  electroniccity  Bangalore - 560100,9183949613
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,933,2,2,43,/House_Pics/33.jpg,jjboujuq@iwfxb.com,98  First Avenue  electroniccity  Bangalore - 560100,9517522452
Plot  Area,Ready To Move,sankeswari,1 Bedroom,No Society,461,1,1,31.7,/House_Pics/34.jpg,iibobebj@eemxm.com,31  Park Avenue  whitefield  Bangalore - 560066,8465760688
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1262,2,1,75,/House_Pics/35.jpg,inzaejkm@uzxkm.com,26  Second Road  yelahanka  Bangalore - 560064,9939961903
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,915,2,2,48,/House_Pics/36.jpg,ndfilmcv@cftim.com,49  First Avenue  yelahanka  Bangalore - 560064,9851959327
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2,2,61.5,/House_Pics/37.jpg,ndxiwzwt@bmxsx.com,41  Park Avenue  electroniccity  Bangalore - 560100,8069493825
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Shise P,1210,2,3,55,/House_Pics/38.jpg,cybubfwo@tdida.com,86  Second Road  yelahanka  Bangalore - 560064,9448985465
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2392,4,2,260,/House_Pics/39.jpg,wrdhlnjj@hmhme.com,92  Park Avenue  electroniccity  Bangalore - 560100,9658386019
Plot  Area,18-Feb,T c palya,3 Bedroom,No Society,1500,2,0,85,/House_Pics/40.jpg,beqsqdkd@xntgk.com,61  Park Avenue  btm  Bangalore - 560076,8407727382
Super built-up  Area,Ready To Move,Govindraja Nagar,2 BHK,No Society,1065,2,3,50,/House_Pics/41.jpg,ypitstqw@lrsbb.com,3  Park Avenue  electroniccity  Bangalore - 560100,9436402289
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,No Society,3100,4,2,570,/House_Pics/42.jpg,myxvwsrt@lmdta.com,4  Elm Street  yelahanka  Bangalore - 560064,8488733274
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,No Society,1515,3,3,65,/House_Pics/43.jpg,rzeerazg@fyhok.com,35  Main Street  whitefield  Bangalore - 560066,9655880245
Plot  Area,19-Dec,Sarjapura - Attibele Road,4 Bedroom,No Society,1800,4,0,110,/House_Pics/44.jpg,hzsoiukf@pxamo.com,98  First Avenue  btm  Bangalore - 560076,9228605604
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MNlam G,1445,2,3,40.31,/House_Pics/45.jpg,hwlfzidn@ufrpf.com,80  Main Street  yelahanka  Bangalore - 560064,8601549209
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2,1,55,/House_Pics/46.jpg,upscxjoq@kbcdu.com,52  Elm Street  mekhricircle  Bangalore - 560006,9122272775
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,No Society,989,2,0,60,/House_Pics/47.jpg,bcdeirgs@fohns.com,71  Second Road  whitefield  Bangalore - 560066,8571573535
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1300,2,1,85,/House_Pics/48.jpg,gkxlwcpd@jfwku.com,34  First Avenue  yelahanka  Bangalore - 560064,8101237898
Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2,2,30.22,/House_Pics/49.jpg,pibfypkl@wccnm.com,17  Park Avenue  electroniccity  Bangalore - 560100,8162766566
Plot  Area,Ready To Move,Battarahalli,5 Bedroom,No Society,1350,3,1,110,/House_Pics/50.jpg,ljegugfl@kseml.com,82  Park Avenue  btm  Bangalore - 560076,9974155283
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,No Society,1045,2,3,60,/House_Pics/51.jpg,clrsjfqx@xwkdc.com,92  First Avenue  whitefield  Bangalore - 560066,9243058910
Super built-up  Area,18-Feb,Virat Nagar,2 BHK,No Society,1205,2,2,42.18,/House_Pics/52.jpg,mpgetnkt@fsafk.com,6  Second Road  electroniccity  Bangalore - 560100,9787519544
Super built-up  Area,Ready To Move,Chennammanakere Achukattu,2 BHK,No Society,1260,2,1,75,/House_Pics/53.jpg,vsxxqasy@dmcgg.com,48  Elm Street  hebbal  Bangalore - 560024,9655437567
Plot  Area,Ready To Move,Devanahalli Road,5 Bedroom,No Society,1320,5,2,199,/House_Pics/54.jpg,ajswntgs@jtvgl.com,7  Elm Street  btm  Bangalore - 560076,8217232103
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,No Society,1500,2,2,125,/House_Pics/55.jpg,yoqojjrq@fdpjy.com,96  Elm Street  hebbal  Bangalore - 560024,8918004651
Super built-up  Area,18-May,Bommanahalli,3 BHK,No Society,1250,2,2,42.5,/House_Pics/56.jpg,ufszrvjt@covua.com,62  Second Road  yelahanka  Bangalore - 560064,9455315026
Built-up  Area,18-Jul,Maragondana Halli  kr puram  old madras road,2 BHK,No Society,1199,2,2,50,/House_Pics/57.jpg,xwqrdgmc@iocgd.com,86  First Avenue  hebbal  Bangalore - 560024,9097013610
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maity W,1385,2,1,83.09,/House_Pics/58.jpg,pxqdhoeg@enhdt.com,71  Second Road  electroniccity  Bangalore - 560100,9049547206
Plot  Area,Ready To Move,Dhanalakshmi Layout,6 Bedroom,No Society,1222,5,3,250,/House_Pics/59.jpg,pacnduak@jqyyj.com,14  First Avenue  btm  Bangalore - 560076,8728349672
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1149,2,1,75,/House_Pics/60.jpg,ojehwqno@nnqbx.com,93  First Avenue  whitefield  Bangalore - 560066,9172691729
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3,2,170,/House_Pics/61.jpg,udhmuodj@llvrn.com,66  Main Street  hebbal  Bangalore - 560024,9820417438
Plot  Area,Ready To Move,TC Palaya,8 Bedroom,No Society,1200,7,1,110,/House_Pics/62.jpg,fnhelfkt@pwubj.com,96  Main Street  whitefield  Bangalore - 560066,9431315040
Super built-up  Area,Ready To Move,Jp nagar 8th Phase .,10 BHK,No Society,12000,12,0,525,/House_Pics/63.jpg,tpgideoh@fpsov.com,61  Elm Street  btm  Bangalore - 560076,9576033005
Plot  Area,Ready To Move,Thurahalli,5 Bedroom,Jalot C,1200,5,0,195,/House_Pics/64.jpg,wysjbifz@hnlqm.com,68  First Avenue  whitefield  Bangalore - 560066,9733424501
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1818,3,1,135,/House_Pics/65.jpg,zblluaob@woxxd.com,79  Elm Street  btm  Bangalore - 560076,9305026503
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,No Society,1070,2,2,33,/House_Pics/66.jpg,buatlius@wgsjc.com,87  First Avenue  btm  Bangalore - 560076,9215558006
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,241,/House_Pics/67.jpg,sdocemho@ugcqj.com,12  Elm Street  mekhricircle  Bangalore - 560006,9476162022
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1350,2,2,54.6,/House_Pics/68.jpg,qukbqpkk@qohad.com,46  Main Street  whitefield  Bangalore - 560066,9953667290
Built-up  Area,Ready To Move,Chandapura,2 BHK,No Society,630,1,1,27,/House_Pics/69.jpg,ulwzzpdl@wjyan.com,44  Park Avenue  yelahanka  Bangalore - 560064,8935325888
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1430,2,2,113,/House_Pics/70.jpg,poqqyzzp@hrukq.com,28  Second Road  whitefield  Bangalore - 560066,8114748846
Super built-up  Area,Ready To Move,Nagavara,3 BHK,No Society,2430,4,3,180,/House_Pics/71.jpg,ktmmdttd@adzog.com,77  Park Avenue  hebbal  Bangalore - 560024,8017121652
Plot  Area,Ready To Move,Nobo Nagar,6 Bedroom,No Society,1500,7,3,220,/House_Pics/72.jpg,cjftecdn@bmozd.com,42  Elm Street  yelahanka  Bangalore - 560064,9845000431
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Clell D,1084,2,3,55,/House_Pics/73.jpg,iimwfgog@qpurt.com,96  Second Road  whitefield  Bangalore - 560066,9771696271
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1186,2,1,56,/House_Pics/74.jpg,xgxbqvaq@kdtpo.com,22  Elm Street  btm  Bangalore - 560076,9135293020
Built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1255,2,2,50,/House_Pics/75.jpg,hvtwamad@cafqc.com,66  First Avenue  whitefield  Bangalore - 560066,9004101319
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,SoronSa,3400,5,3,240,/House_Pics/76.jpg,hjlydpvn@aebps.com,4  Park Avenue  yelahanka  Bangalore - 560064,8335414992
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541,3,1,69.84,/House_Pics/77.jpg,uctbstxv@eumrc.com,16  Second Road  whitefield  Bangalore - 560066,9694643429
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5,1,282,/House_Pics/78.jpg,bgyjfvce@mvbmf.com,21  Park Avenue  mekhricircle  Bangalore - 560006,9493949520
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,NaonySy,1295,2,2,70,/House_Pics/79.jpg,uaspnnut@dfrlf.com,45  Second Road  mekhricircle  Bangalore - 560006,9774390245
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,No Society,1000,4,3,110,/House_Pics/80.jpg,iydulqzu@zvthw.com,81  Second Road  btm  Bangalore - 560076,8424182524
Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2820,3,0,285,/House_Pics/81.jpg,ssmznusx@tjpwr.com,65  Park Avenue  btm  Bangalore - 560076,9111768879
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2,2,54.79,/House_Pics/0.jpg,llwkykry@gwqbt.com,82  Elm Street  electroniccity  Bangalore - 560100,9362245042
Super built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1100,2,1,40,/House_Pics/1.jpg,knmijdms@uodbe.com,23  First Avenue  electroniccity  Bangalore - 560100,8140038429
Super built-up  Area,18-Apr,Hebbal,4 BHK,Emceske,4772,6,2,510,/House_Pics/2.jpg,tebonkec@wnuzo.com,9  Main Street  hebbal  Bangalore - 560024,9843374617
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,2,1,170,/House_Pics/3.jpg,jkvdjenw@qbufe.com,42  Second Road  electroniccity  Bangalore - 560100,8039869006
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,No Society,1370,2,1,54.79,/House_Pics/4.jpg,dghmluua@vckkd.com,61  Second Road  electroniccity  Bangalore - 560100,8625206757
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSillto,1200,2,2,62,/House_Pics/5.jpg,zdememfi@kwutv.com,64  Main Street  electroniccity  Bangalore - 560100,8727438084
Plot  Area,Ready To Move,Gunjur,4 Bedroom,No Society,2000,3,0,95,/House_Pics/6.jpg,witcrxcl@ijbjo.com,5  Park Avenue  yelahanka  Bangalore - 560064,9184100586
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,ImiteEl,3500,4,0,300,/House_Pics/7.jpg,naotdazd@cgvlp.com,83  Elm Street  mekhricircle  Bangalore - 560006,8182622270
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,No Society,1200,4,3,240,/House_Pics/8.jpg,hnpecxkn@gocxe.com,2  Second Road  electroniccity  Bangalore - 560100,8307332924
Plot  Area,Ready To Move,Kengeri,4 Bedroom,No Society,2400,5,2,253,/House_Pics/9.jpg,uucizaul@hmeku.com,52  Second Road  electroniccity  Bangalore - 560100,9449933964
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,No Society,1220,3,2,62,/House_Pics/10.jpg,zsbmmmvd@vzttt.com,67  Elm Street  mekhricircle  Bangalore - 560006,8520294953
